receiver positions
231
2 1 0
2 1.300000e+00 0
2 1.600000e+00 0
2 1.900000e+00 0
2 2.200000e+00 0
2 2.500000e+00 0
2 2.800000e+00 0
2 3.100000e+00 0
2 3.400000e+00 0
2 3.700000e+00 0
2 4 0
2.300000e+00 1 0
2.300000e+00 1.300000e+00 0
2.300000e+00 1.600000e+00 0
2.300000e+00 1.900000e+00 0
2.300000e+00 2.200000e+00 0
2.300000e+00 2.500000e+00 0
2.300000e+00 2.800000e+00 0
2.300000e+00 3.100000e+00 0
2.300000e+00 3.400000e+00 0
2.300000e+00 3.700000e+00 0
2.300000e+00 4 0
2.600000e+00 1 0
2.600000e+00 1.300000e+00 0
2.600000e+00 1.600000e+00 0
2.600000e+00 1.900000e+00 0
2.600000e+00 2.200000e+00 0
2.600000e+00 2.500000e+00 0
2.600000e+00 2.800000e+00 0
2.600000e+00 3.100000e+00 0
2.600000e+00 3.400000e+00 0
2.600000e+00 3.700000e+00 0
2.600000e+00 4 0
2.900000e+00 1 0
2.900000e+00 1.300000e+00 0
2.900000e+00 1.600000e+00 0
2.900000e+00 1.900000e+00 0
2.900000e+00 2.200000e+00 0
2.900000e+00 2.500000e+00 0
2.900000e+00 2.800000e+00 0
2.900000e+00 3.100000e+00 0
2.900000e+00 3.400000e+00 0
2.900000e+00 3.700000e+00 0
2.900000e+00 4 0
3.200000e+00 1 0
3.200000e+00 1.300000e+00 0
3.200000e+00 1.600000e+00 0
3.200000e+00 1.900000e+00 0
3.200000e+00 2.200000e+00 0
3.200000e+00 2.500000e+00 0
3.200000e+00 2.800000e+00 0
3.200000e+00 3.100000e+00 0
3.200000e+00 3.400000e+00 0
3.200000e+00 3.700000e+00 0
3.200000e+00 4 0
3.500000e+00 1 0
3.500000e+00 1.300000e+00 0
3.500000e+00 1.600000e+00 0
3.500000e+00 1.900000e+00 0
3.500000e+00 2.200000e+00 0
3.500000e+00 2.500000e+00 0
3.500000e+00 2.800000e+00 0
3.500000e+00 3.100000e+00 0
3.500000e+00 3.400000e+00 0
3.500000e+00 3.700000e+00 0
3.500000e+00 4 0
3.800000e+00 1 0
3.800000e+00 1.300000e+00 0
3.800000e+00 1.600000e+00 0
3.800000e+00 1.900000e+00 0
3.800000e+00 2.200000e+00 0
3.800000e+00 2.500000e+00 0
3.800000e+00 2.800000e+00 0
3.800000e+00 3.100000e+00 0
3.800000e+00 3.400000e+00 0
3.800000e+00 3.700000e+00 0
3.800000e+00 4 0
4.100000e+00 1 0
4.100000e+00 1.300000e+00 0
4.100000e+00 1.600000e+00 0
4.100000e+00 1.900000e+00 0
4.100000e+00 2.200000e+00 0
4.100000e+00 2.500000e+00 0
4.100000e+00 2.800000e+00 0
4.100000e+00 3.100000e+00 0
4.100000e+00 3.400000e+00 0
4.100000e+00 3.700000e+00 0
4.100000e+00 4 0
4.400000e+00 1 0
4.400000e+00 1.300000e+00 0
4.400000e+00 1.600000e+00 0
4.400000e+00 1.900000e+00 0
4.400000e+00 2.200000e+00 0
4.400000e+00 2.500000e+00 0
4.400000e+00 2.800000e+00 0
4.400000e+00 3.100000e+00 0
4.400000e+00 3.400000e+00 0
4.400000e+00 3.700000e+00 0
4.400000e+00 4 0
4.700000e+00 1 0
4.700000e+00 1.300000e+00 0
4.700000e+00 1.600000e+00 0
4.700000e+00 1.900000e+00 0
4.700000e+00 2.200000e+00 0
4.700000e+00 2.500000e+00 0
4.700000e+00 2.800000e+00 0
4.700000e+00 3.100000e+00 0
4.700000e+00 3.400000e+00 0
4.700000e+00 3.700000e+00 0
4.700000e+00 4 0
5 1 0
5 1.300000e+00 0
5 1.600000e+00 0
5 1.900000e+00 0
5 2.200000e+00 0
5 2.500000e+00 0
5 2.800000e+00 0
5 3.100000e+00 0
5 3.400000e+00 0
