receiver positions
231
5 3.700000e+00 0
5 4 0
5.300000e+00 1 0
5.300000e+00 1.300000e+00 0
5.300000e+00 1.600000e+00 0
5.300000e+00 1.900000e+00 0
5.300000e+00 2.200000e+00 0
5.300000e+00 2.500000e+00 0
5.300000e+00 2.800000e+00 0
5.300000e+00 3.100000e+00 0
5.300000e+00 3.400000e+00 0
5.300000e+00 3.700000e+00 0
5.300000e+00 4 0
5.600000e+00 1 0
5.600000e+00 1.300000e+00 0
5.600000e+00 1.600000e+00 0
5.600000e+00 1.900000e+00 0
5.600000e+00 2.200000e+00 0
5.600000e+00 2.500000e+00 0
5.600000e+00 2.800000e+00 0
5.600000e+00 3.100000e+00 0
5.600000e+00 3.400000e+00 0
5.600000e+00 3.700000e+00 0
5.600000e+00 4 0
5.900000e+00 1 0
5.900000e+00 1.300000e+00 0
5.900000e+00 1.600000e+00 0
5.900000e+00 1.900000e+00 0
5.900000e+00 2.200000e+00 0
5.900000e+00 2.500000e+00 0
5.900000e+00 2.800000e+00 0
5.900000e+00 3.100000e+00 0
5.900000e+00 3.400000e+00 0
5.900000e+00 3.700000e+00 0
5.900000e+00 4 0
6.200000e+00 1 0
6.200000e+00 1.300000e+00 0
6.200000e+00 1.600000e+00 0
6.200000e+00 1.900000e+00 0
6.200000e+00 2.200000e+00 0
6.200000e+00 2.500000e+00 0
6.200000e+00 2.800000e+00 0
6.200000e+00 3.100000e+00 0
6.200000e+00 3.400000e+00 0
6.200000e+00 3.700000e+00 0
6.200000e+00 4 0
6.500000e+00 1 0
6.500000e+00 1.300000e+00 0
6.500000e+00 1.600000e+00 0
6.500000e+00 1.900000e+00 0
6.500000e+00 2.200000e+00 0
6.500000e+00 2.500000e+00 0
6.500000e+00 2.800000e+00 0
6.500000e+00 3.100000e+00 0
6.500000e+00 3.400000e+00 0
6.500000e+00 3.700000e+00 0
6.500000e+00 4 0
6.800000e+00 1 0
6.800000e+00 1.300000e+00 0
6.800000e+00 1.600000e+00 0
6.800000e+00 1.900000e+00 0
6.800000e+00 2.200000e+00 0
6.800000e+00 2.500000e+00 0
6.800000e+00 2.800000e+00 0
6.800000e+00 3.100000e+00 0
6.800000e+00 3.400000e+00 0
6.800000e+00 3.700000e+00 0
6.800000e+00 4 0
7.100000e+00 1 0
7.100000e+00 1.300000e+00 0
7.100000e+00 1.600000e+00 0
7.100000e+00 1.900000e+00 0
7.100000e+00 2.200000e+00 0
7.100000e+00 2.500000e+00 0
7.100000e+00 2.800000e+00 0
7.100000e+00 3.100000e+00 0
7.100000e+00 3.400000e+00 0
7.100000e+00 3.700000e+00 0
7.100000e+00 4 0
7.400000e+00 1 0
7.400000e+00 1.300000e+00 0
7.400000e+00 1.600000e+00 0
7.400000e+00 1.900000e+00 0
7.400000e+00 2.200000e+00 0
7.400000e+00 2.500000e+00 0
7.400000e+00 2.800000e+00 0
7.400000e+00 3.100000e+00 0
7.400000e+00 3.400000e+00 0
7.400000e+00 3.700000e+00 0
7.400000e+00 4 0
7.700000e+00 1 0
7.700000e+00 1.300000e+00 0
7.700000e+00 1.600000e+00 0
7.700000e+00 1.900000e+00 0
7.700000e+00 2.200000e+00 0
7.700000e+00 2.500000e+00 0
7.700000e+00 2.800000e+00 0
7.700000e+00 3.100000e+00 0
7.700000e+00 3.400000e+00 0
7.700000e+00 3.700000e+00 0
7.700000e+00 4 0
8 1 0
8 1.300000e+00 0
8 1.600000e+00 0
8 1.900000e+00 0
8 2.200000e+00 0
8 2.500000e+00 0
8 2.800000e+00 0
8 3.100000e+00 0
8 3.400000e+00 0
8 3.700000e+00 0
8 4 0
